Company Name,Website,Company Linkedin Url,Facebook Url,Twitter Url,City,State,Country,Company Address,Company City,Company State,Company Country,Company Phone,SEO Description,Technologies,Annual Revenue,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At
BIPL,http://www.bunkinfotech.in,http://www.linkedin.com/company/bunk-infotech,https://hi-in.facebook.com/bunkinfotech/,,Patna,Bihar,India,"Patna, Bihar, India",Patna,Bihar,India,9.18709E+11,"BUNK INFOTECH PVT LTD is a leading IT company situated in Patna, Bihar. We provide aid to the budding startups in establishing their business. Our client profile includes worldwide clients for whom we have worked as a website designing and development service provider and met their expectations in running their business successfully online.","Cloudflare DNS, CloudFlare Hosting, Bootstrap Framework, Google Tag Manager, Mobile Friendly",,,,,
Theorax Dynamics Private Limited,http://www.theorax-dynamics.com,http://www.linkedin.com/company/theorax-dynamics,https://www.facebook.com/theoraxdyn/,,,Delhi,India,"Hosur Road, Bengaluru, Karnataka, India, 560100",Bengaluru,Karnataka,India,+91 90080 14413,THEORAX DYNAMICS was established to engineer and offer most affordable & customized solutions into the overall Research & Development need of the public and private industries in India.,"Gmail, Google Apps, Apache, Mobile Friendly, Bootstrap Framework",,,,,
Empiezo IT Solutions Pvt,http://www.empiezoitsolutions.com,http://www.linkedin.com/company/empiezo-it-solutions-pvt-ltd,,https://twitter.com/Empiezo6,Hyderabad,Telangana,India,"122, Hyderabad, Telangana, India, 500039",Hyderabad,Telangana,India,+91 40 4855 9723,,"GoDaddy Hosting, Mobile Friendly, Google Maps, Apache, Google Plus, Google Font API, Google AdSense, WordPress.org, Bootstrap Framework",,,,,
GeeNee Fintech Pvt,http://www.geeneefintech.com,http://www.linkedin.com/company/geenee-fintech-pvt-ltd,,,Kochi,Kerala,India,"Ernakulam, Kerala, India, 682304",Ernakulam,Kerala,India,,,"Apache, Mobile Friendly, Google Font API, Bootstrap Framework",,,,,
Stavyah,http://www.stavyah.com,http://www.linkedin.com/company/stavyah-technologies-llp,,,Bengaluru,Karnataka,India,"1561 East End Main Road, Bengaluru, Karnataka, India, 560069",Bengaluru,Karnataka,India,,,"Gmail, Google Apps, GoDaddy Hosting, Mobile Friendly, Apache, Google Font API, reCAPTCHA, WordPress.org, IoT, ",,,,,
Kumowiz,http://www.kumowiz.com,http://www.linkedin.com/company/kumowiztechnologies,,https://twitter.com/KumowizTech,Pune,Maharashtra,India,"Pune, Maharashtra, India",Pune,Maharashtra,India,,"Data Analytics, Cloud development, Cloud Migration, Product development, 
DevOps, Data Engineering, Data Experts, IT Consulting, BI Reporting, 
Product Engineering, Mobile development, Xamarin Development, Logi 
Analytics, Digital Transformation, Android Development","Gmail, Google Apps, Pure Chat, Typekit, Mobile Friendly, , ",,,,,
Astix,http://www.astix.in,http://www.linkedin.com/company/astix-solutions,https://www.facebook.com/pages/Astix-Solutions/1489187367968644,https://twitter.com/AstixSolutions,,Delhi,India,"Gurugram, Haryana, India, 122002",Gurugram,Haryana,India,+91 124 436 7390,"Astix CRM+ is the only Sales Force Automation (SFA) system that provides a true 360- degree view of all customer interactions. Astix Web- based CRM includes Sales Force Automation, Sales Tracking, Order Management, Forecasting, and Customer Service.","Outlook, Microsoft Office 365, Microsoft-IIS, Google Maps, Mobile Friendly, ASP.NET, Bootstrap Framework",,,,,
SecurBay Services Pvt,http://www.securbay.com,http://www.linkedin.com/company/securbay,https://www.facebook.com/securbay,http://www.twitter.com/securbay,Mumbai,Maharashtra,India,"4 Andheri Kurla Road, Mumbai, Maharashtra, India, 400059",Mumbai,Maharashtra,India,+91 22 6786 9342,,"Gmail, Google Apps, GoDaddy Hosting, Google translate API, Mobile Friendly, WordPress.org, Google translate widget, Google Maps, Google Analytics, ",3035000,,,,
BiggMart.com,http://www.biggmart.com,http://www.linkedin.com/company/biggmart-com,https://www.facebook.com/biggmartdotcom,https://twitter.com/biggmartdotcom,Pune,Maharashtra,India,"Late Kashinath Lande Patil Marg, Pimpri-Chinchwad, Maharashtra, India",Pimpri-Chinchwad,Maharashtra,India,-176145,"Online grocery shopping in Pune, Online milk delivery in Pune. Buy quality groceries online, 100% fresh vegetables, patanjali & ayurvedic products. Cancel order if not satisfied with quality.","ASP.NET, Google Analytics, Microsoft-IIS, Mobile Friendly, Data Analytics, , , React Native",3000000,,,,
BestBookBuddies,http://www.bestbookbuddies.com,http://www.linkedin.com/company/bestbookbuddies,https://www.facebook.com/bestbookbuddies/,https://twitter.com/bestbookbuddies,,Delhi,India,"New Delhi, Delhi, India, 110019",New Delhi,Delhi,India,+91 9810120918,"Best Book Buddies is a social network of book lovers, connecting readers, authors, publishers, librarians, automating libraries with free hosting, maintenance, and upgrades across the world","Mailchimp Mandrill, Gmail, Mimecast, Outlook, Google Apps, Facebook Login (Connect), Mobile Friendly, reCAPTCHA, Apache, Google Maps, Google Analytics, Bootstrap Framework, Facebook Widget, Google Play, Google Tag Manager",,,,,
MonadPlus TechLabs Pvt,http://www.monadinfotech.com,http://www.linkedin.com/company/moandplus-techlabs-pvt-ltd,,,,,India,"Nehru Park Road, Indore, Madhya Pradesh, India, 452003",Indore,Madhya Pradesh,India,+91 95752 55556,,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Google Font API, Bootstrap Framework, Google Tag Manager, Mobile Friendly, WordPress.org",,,,,
CogCons,http://www.cogcons.com,http://www.linkedin.com/company/cogcons,https://www.facebook.com/cogcons,https://twitter.com/cogcons,Bengaluru,Karnataka,India,"6 Whitefield Road, Bengaluru, Karnataka, India, 560048",Bengaluru,Karnataka,India,-9980504729,"CogCons provides one stop smart home automation solutions. CogCons products are retrofit, no extra wiring is required and work without internet as well","GoDaddy Hosting, Google Analytics, Google Tag Manager, Mobile Friendly, YouTube, Google Play, Apache",,,,,
Digitory Solutions Pvt,http://www.digitory.com,http://www.linkedin.com/company/digitory-solutions,https://www.facebook.com/DigitoryS/,,Bengaluru,Karnataka,India,"Bengaluru, Karnataka, India, 560004",Bengaluru,Karnataka,India,+91 +91 98804 58888,,"Google Font API, WordPress.org, reCAPTCHA, Bootstrap Framework, Mobile Friendly, YouTube",,,,,
247EasyTravel.com,http://www.247easytravel.com,http://www.linkedin.com/company/247easytravel-com,https://facebook.com/pages/247easytravelcom/152344754877058,https://twitter.com/247EasyTravel,Pune,Maharashtra,India,"Senepati Bapat Road, Pune, Maharashtra, India, 411016",Pune,Maharashtra,India,9.18956E+11,This domain may be for sale!,"Mobile Friendly, Nginx, DoubleClick, Google AdSense",5824000,,,,
Cloud,http://www.cloud-technologies.in,http://www.linkedin.com/company/cloud-technologiess,,,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,,"Building Cohesive Technology Solutions across Web, Mobile, Cloud for the World's leading SMEs & Startups and Bringing ideas to life.","reCAPTCHA, Apache, Facebook Widget, Mobile Friendly, Google Tag Manager, Google Font API, WordPress.org, Nginx, Facebook Login (Connect), ",,,,,
GenNxt,http://www.gennxt.co,http://www.linkedin.com/company/gennxtco,https://www.facebook.com/gennxttech,,Pune,Maharashtra,India,"Nagpur, Maharashtra, India, 440001",Nagpur,Maharashtra,India,9.18789E+11,Transform your business with Business Consulting and Technology. With the help of industry best processes and niche technology we transform your businesss.,"Facebook Custom Audiences, Facebook Login (Connect), Facebook Widget, Google Tag Manager, Google Font API, Nginx, WordPress.org, Mobile Friendly, ",,,,,
ADesignArts,http://www.adesignarts.com,http://www.linkedin.com/company/adesignarts,https://facebook.com/adesignarts/,,Pune,Maharashtra,India,"Pune, Maharashtra, India",Pune,Maharashtra,India,88002534236,,"Google Font API, Mobile Friendly, Woo Commerce, WordPress.org",,,,,
Amethyst Online Consultants Pvt,http://www.amethystonline.in,http://www.linkedin.com/company/amethyst-online-consultants-private-limited,https://www.facebook.com/Amethyst-Online-Consultants-Pvt-LTd-371834512948340,https://twitter.com/RankGeek,,Andhra Pradesh,India,"121, Visakhapatnam, Andhra Pradesh, India, 530017",Visakhapatnam,Andhra Pradesh,India,,,"Gmail, Google Apps, Mobile Friendly, Nginx, WordPress.org, Google Font API",,,,,
Synaps Web Tech Pvt,http://www.synapstechnologies.com,http://www.linkedin.com/company/synaps-web-tech-pvt-ltd-,https://www.facebook.com/avialex85/,https://twitter.com/SynapsTechnolo1,Agra,Uttar Pradesh,India,"Agra, Uttar Pradesh, India",Agra,Uttar Pradesh,India,"+91-
0120 428 9097 ",Synaps Technologies is one of the most affordable and innovative offshore outsourcing company. We strive to be your one stop solution for all your needs.,"Mobile Friendly, Bootstrap Framework, Google Analytics, Google Tag Manager",,,,,
EZ Life Retail Pvt,http://www.ezlife.in,http://www.linkedin.com/company/ezlifeindia,https://www.facebook.com/EZLifeIndia,https://www.twitter.com/EZLifeIndia,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India, 400013",Mumbai,Maharashtra,India,+91 99699 64000,"EZ Life :: Shop at India's Affordable Luxe Homeware & Home Decor Store :: Homeware, Dining, Kitchenware, Crockery, Cutlery Sets, Bath Sets, Servers, Platters, Double Wall Glasses, Double Wall Mugs, Tea Pots, Tea Sets, Luxury Barware, Decanters, Wine Glasses, Crockery,Vases, Candle Stands, Clocks, Show Pieces, & more...","Gmail, Google Apps, A2 Hosting, Shopify Product Reviews, Shopify, Hotjar, Google Font API, Optimonk, AddThis, Google Tag Manager, Google Analytics, Mobile Friendly, ",,,,,
Digital Net India,http://www.digitalnetindia.com,http://www.linkedin.com/company/digital-net-india,https://www.facebook.com/digitalnetindia,https://www.twitter.com/digitalnetindia,Noida,Uttar Pradesh,India,"Greater Noida, Uttar Pradesh, India",Greater Noida,Uttar Pradesh,India,+91 9711901812,Digital Marketing Services in Noida - Digital Net India is a top digital marketing agency in Noida & Delhi NCR  For more connect with our marketing experts today!,"Google Tag Manager, Bootstrap Framework, Google Font API, reCAPTCHA, Mobile Friendly, IoT, Google Workspace, , ",,,,,
jnaapti,http://www.jnaapti.com,http://www.linkedin.com/company/jnaapti,https://www.facebook.com/jnaapti,https://twitter.com/jnaapti,Bengaluru,Karnataka,India,"725 10th Main Road, Bengaluru, Karnataka, India, 560011",Bengaluru,Karnataka,India,-7466,,"Gmail, Google Apps, DigitalOcean, Google Font API, Mobile Friendly, Apache, Ubuntu, Bootstrap Framework, Google Analytics",,,,,
WebCuits,http://www.webcuits.com,http://www.linkedin.com/company/webcuits,https://facebook.com/webcuitss,https://twitter.com/webcuits,Nagpur,Maharashtra,India,"Kharbi Road, Nagpur, Maharashtra, India",Nagpur,Maharashtra,India,9.19096E+11,"Best IT Web solution in Nagpur, NBFC softwares, Websites, Online Software, GPS & GIS solutions, Android Development and IT Automation","Linkedin Marketing Solutions, Apache, Google Font API, Mobile Friendly, Facebook Widget, Facebook Login (Connect), Google Analytics",5880000,,,,
Mohesu,http://www.mohesu.com,http://www.linkedin.com/company/mohesu,,,Rohtak,Haryana,India,"1268, Rohtak, Haryana, India, 124001",Rohtak,Haryana,India,,,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Create React App, ASP.NET, Mobile Friendly",,,,,
Zero Integration Private Limited,http://www.zerointegration.com,http://www.linkedin.com/company/zerointegration,https://www.facebook.com/ZeroIntegration,https://twitter.com/ZeroIntegration,Navsari,Gujarat,India,"Valsad, Gujarat, India, 396001",Valsad,Gujarat,India,,,"Amazon AWS, Dropbox, Apache, , ",,,,,
Trans India,http://www.transindiatechnologies.com,http://www.linkedin.com/company/trans-india-technologies-tih,https://www.facebook.com/TransIndiaTechnologies,https://twitter.com/TransIndiaTech,,Delhi,India,"New Delhi, Delhi, India",New Delhi,Delhi,India,,,"Gmail, Google Apps, Bootstrap Framework, Mobile Friendly, Google Tag Manager, reCAPTCHA, ASP.NET, Facebook Custom Audiences, Microsoft-IIS",,,,,
Techno Kaksha,http://www.technokaksha.com,http://www.linkedin.com/company/technokaksha,https://www.facebook.com/technokaksha/,https://twitter.com/technokaksha,,Delhi,India,"New Delhi, Delhi, India, 110074",New Delhi,Delhi,India,,,"Gmail, Google Apps, GoDaddy Hosting, Google Font API, Woo Commerce, Apache, WordPress.org, Google Tag Manager, Mobile Friendly",,,,,
Baapstore,http://www.baapstore.com,http://www.linkedin.com/company/baapstore,https://www.facebook.com/baapstore/,https://twitter.com/mybaapstore,,Tamil Nadu,India,"S Usman Road, Chennai, Tamil Nadu, India, 600017",Chennai,Tamil Nadu,India,-121489,"Dropship 7000+ SKUs, 150,000+ Products, Free Shipping, Deliver to 27000+ Pincodes. Website Included. White label dropshipping services. Start your eCommerce Dropship in India now.","Cloudflare DNS, Gmail, Google Apps, MailChimp SPF, CloudFlare Hosting, Hubspot, Hostgator, React, JQuery 2.1.1, Facebook Widget, Google Font API, Mobile Friendly, Facebook Login (Connect), Facebook Custom Audiences, Bootstrap Framework, Varnish, YouTube, Google Tag Manager, Wix",15000000,,,,
DATASMITH AI SOLUTIONS PVT,http://www.data-smith.ai,http://www.linkedin.com/company/datasmith-ai,,,,Maharashtra,India,"Pune, Maharashtra, India, 411021",Pune,Maharashtra,India,+91http://+91 8888646385,,"Outlook, Microsoft Office 365, GoDaddy Hosting, Bootstrap Framework, Google Font API, Mobile Friendly, WordPress.org, ",,,,,
System Solutions Birati Kolkata,http://www.systsol.com,http://www.linkedin.com/company/system-solutions-birati-kolkata-700051,,,Kolkata,West Bengal,India,"36, Kolkata, West Bengal, India, 700051",Kolkata,West Bengal,India,,,"Outlook, Microsoft Office 365, Mobile Friendly, ASP.NET, Bootstrap Framework, Google Font API, Microsoft-IIS",,,,,
Acelin Creations,http://www.acelincreations.com,http://www.linkedin.com/company/acelin-creations,https://www.facebook.com/acelincreations/,https://twitter.com/acelincreations,Mumbai,Maharashtra,India,"Malviya Road, Mumbai, Maharashtra, India, 400057",Mumbai,Maharashtra,India,+91 98339 89597,Acelin Creations is one of the best Website Designing and Web Development Company in India from Mumbai providing creative and customized online solutions including ...,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Facebook Widget, Google Font API, WordPress.org, Mobile Friendly, Google Tag Manager, Facebook Login (Connect), reCAPTCHA, Facebook Custom Audiences",,,,,
Eminent Coders,http://www.eminentcoders.com,http://www.linkedin.com/company/eminent-coders,https://www.facebook.com/eminentcoders/,https://twitter.com/eminentcoders,Rajkot,Gujarat,India,"Rajkot, Gujarat, India",Rajkot,Gujarat,India,+91(408) 498-1657,Eminent Coders is Ultimate Option for Web Development and Web Design. We are expert with ✓ WordPress Development ✓ Web Design ✓ Magento Development and ✓ Website Support. Convert your idea to Reality.,"Google Font API, WordPress.org, iTunes, Hotjar, Google Maps (Non Paid Users), reCAPTCHA, Google Maps, Google Tag Manager, Mobile Friendly, , ",,,,,
HackerBook,http://www.hackerbook.in,http://www.linkedin.com/company/hackerbook-technologies,,,Bengaluru,Karnataka,India,"1st Main Road, Bengaluru, Karnataka, India, 560037",Bengaluru,Karnataka,India,9.1855E+11,,"GoDaddy Hosting, Apache, Mobile Friendly, WordPress.org, Google Font API, IoT, ",,,,,
Praxon Informatics,http://www.praxoninfo.com,http://www.linkedin.com/company/praxoninfo,https://www.facebook.com/Praxon-Informatics-Pvt-Ltd-1683188138670563/,https://twitter.com/praxon_info,Bengaluru,Karnataka,India,"5 24th Main Road, Bengaluru, Karnataka, India, 560078",Bengaluru,Karnataka,India,+91 (080)  414 88 000,"PraxisTime enables real time monitoring of employee’s Time and Attendance. />
<meta name=","Outlook, Microsoft Office 365, Microsoft Azure Hosting, Mobile Friendly, Bootstrap Framework, Google Tag Manager",,,,,
ilandlo Services Pvt,http://www.ilandlo.com,http://www.linkedin.com/company/ilandlo,https://facebook.com/ilandlo,,Dimapur,Nagaland,India,"Dimapur, Nagaland, India",Dimapur,Nagaland,India,+91(800) 889-9012,"Your one stop online store from Nagaland for all things Northeast Indian products- Food, Handloom, Handicrafts, Books, Accessories and Homegrown Artisanal products. Join us and explore the exotic people, traditions  and the uniqueness of a diverse culture from this side of the world.  We are all about Empowering a sustainable rural livelihood.","JQuery 2.1.1, Google Analytics, reCAPTCHA, Facebook Login (Connect), Facebook Widget, Bootstrap Framework, Apache, Mobile Friendly, Google Font API, Google Play, Facebook Custom Audiences",19593000,,,,
